ID_code,target,count
test_103,0,0.0626344
test_104,0,0.017610855
test_105,0,0.09209766
test_106,0,0.034713227
test_107,0,0.018408254
test_108,0,0.0911498
test_109,0,0.10172062
test_110,0,0.10473386
test_111,0,0.08025265
test_112,0,0.026669296
test_113,0,0.03224847
test_114,0,0.007183214
test_115,0,0.029696448
test_116,0,0.045823563
test_117,0,0.07422487
test_118,0,0.015518707
test_119,0,0.0024008967
test_120,0,0.018498749
test_121,0,0.4084886
test_122,0,0.0052800123
test_123,0,0.08671694
test_124,0,0.03608053
test_125,0,0.21433032
test_126,0,0.23997994
test_127,0,0.038107965
test_128,0,0.08723746
test_129,0,0.02908242
test_130,0,0.02434034
test_131,0,0.27129734
test_132,0,0.1320349
test_133,0,0.036323063
test_134,0,0.009997555
test_135,0,0.007949052
test_136,0,0.15832722
test_137,0,0.08799369
test_138,0,0.53323483
test_139,0,0.10626336
test_140,0,0.030768702
test_141,0,0.1485478
test_142,0,0.30810198
test_143,0,0.034094196
test_144,0,0.064905554
test_145,0,0.041379582
test_146,0,0.014209883
test_147,0,0.0030191333
test_148,0,0.16327457
test_149,0,0.014349441
test_150,0,0.0094914045
test_151,0,0.04993952
test_152,0,0.016601576
test_153,0,0.15609598
test_154,0,0.19180563
test_155,0,0.055609398
test_156,0,0.08783311
test_157,0,0.016059898
test_158,0,0.0015308501
test_159,0,0.04329335
test_160,0,0.008274399
test_161,0,0.1768349
test_162,0,0.2071696
test_163,0,0.035020553
test_164,0,0.4076634
test_165,0,0.025806617
test_166,0,0.079091065
test_167,0,0.14393508
test_168,0,0.021855988
test_169,0,0.029442841
test_170,0,0.01765019
test_171,0,0.38502878
test_172,0,0.08957982
test_173,0,0.11044689
test_174,0,0.016374046
test_175,0,0.021620212
test_176,0,0.41981104
test_177,0,0.08640603
test_178,0,0.048231617
test_179,0,0.04364362
test_180,0,0.0012247373
test_181,0,0.034593362
test_182,0,0.13553806
test_183,0,0.020493498
test_184,0,0.06622051
test_185,0,0.023379767
test_186,0,0.008932064
test_187,0,0.043420214
test_188,0,0.0058435337
test_189,0,0.091864064
test_190,0,0.3802624
test_191,0,0.01794272
test_192,0,0.16421655
test_193,0,0.04512162
test_194,0,0.005881624
test_195,0,0.050931223
test_196,0,0.020066291
test_197,0,0.052524243
test_198,0,0.004894434
test_199,0,0.13741204
test_200,0,0.04767826
test_201,0,0.12034033
test_202,0,0.020691132
test_203,0,0.07398925
test_204,0,0.016754935
test_205,0,0.041090053
test_206,0,0.27162778
test_207,0,0.003947964
test_208,0,0.08025081
test_209,0,0.034141276
test_210,0,0.01246666
test_211,0,0.09392831
test_212,0,0.061977908
test_213,0,0.05127602
test_214,0,0.06264242
test_215,0,0.42027703
test_216,0,0.043919373
test_217,0,0.61407256
test_218,0,0.11930205
test_219,0,0.086747296
test_220,0,0.09251731
test_221,0,0.0046437676
test_222,0,0.19938357
test_223,0,0.042197626
test_224,0,0.0051886383
test_225,0,0.046694927
test_226,0,0.04111809
test_227,0,0.017594263
test_228,0,0.20155916
test_229,0,0.016016202
test_230,0,0.1980886
test_231,0,0.087921225
test_232,0,0.047156423
test_233,0,0.063813694
test_234,0,0.043461606
test_235,0,0.014289783
test_236,0,0.04992717
test_237,0,0.02719909
test_238,0,0.008035745
test_239,0,0.12371651
test_240,0,0.069391645
test_241,0,0.1617777
test_242,0,0.0142131485
test_243,0,0.010070745
test_244,0,0.0023232189
test_245,0,0.01880356
test_246,0,0.07896096
test_247,0,0.018137323
test_248,0,0.04935734
test_249,0,0.27982396
test_250,0,0.024605663
test_251,0,0.051755257
test_252,0,0.011050549
test_253,0,0.040623546
test_254,0,0.0117888935
test_255,0,0.09745573
test_256,0,0.06414125
test_257,0,0.00339843
test_258,0,0.033902287
test_259,0,0.030323984
test_260,0,0.031847034
test_261,0,0.21003106
test_262,0,0.019254431
test_263,0,0.090200804
test_264,0,0.15485594
test_265,0,0.34975675
test_266,0,0.041460246
test_267,0,0.29045033
test_268,0,0.024916265
test_269,0,0.032666765
test_270,0,0.13913962
test_271,0,0.5363468
test_272,0,0.13597673
test_273,0,0.15792906
test_274,0,0.017559106
test_275,0,0.009559029
test_276,0,0.2507714
test_277,0,0.023687411
test_278,0,0.032117862
test_279,0,0.030163225
test_280,0,0.0038974897
test_281,0,0.020243227
test_282,0,0.09107173
test_283,0,0.006912945
test_284,0,0.45971328
test_285,0,0.11689683
test_286,0,0.005642506
test_287,0,0.034609985
test_288,0,0.6690304
test_289,0,0.0387512
test_290,0,0.25328174
test_291,0,0.029899264
test_292,0,0.12774485
test_293,0,0.041675035
test_294,0,0.01740339
test_295,0,0.009240273
test_296,0,0.14709342
test_297,0,0.53310645
test_298,0,0.009277888
test_299,0,0.07448151
test_300,0,0.070115894
test_301,0,0.016986877
test_302,0,0.19809861
test_303,0,0.014532123
test_304,0,0.06973713
test_305,0,0.25568348
test_306,0,0.09017515
test_307,0,0.094148494
test_308,0,0.01542007
test_309,0,0.077113286
test_310,0,0.04087825
test_311,0,0.007901046
test_312,0,0.18893115
test_313,0,0.1478343
test_314,0,0.03309129
test_315,0,0.103348516
test_316,0,0.042063862
test_317,0,0.454915
test_318,0,0.009206902
test_319,0,0.022307523
test_320,0,0.009904029
test_321,0,0.068473004
test_322,0,0.15959804
test_323,0,0.18522346
test_324,0,0.02838225
test_325,0,0.12090945
test_326,0,0.006487565
test_327,0,0.020535054
test_328,0,0.028301835
test_329,0,0.0747636
test_330,0,0.0027700013
test_331,0,0.021855272
test_332,0,0.06441834
test_333,0,0.046765298
test_334,0,0.055826973
test_335,0,0.023674037
test_336,0,0.012230067
test_337,0,0.018696092
test_338,0,0.20000926
test_339,0,0.2117187
test_340,0,0.15160042
test_341,0,0.32504582
test_342,0,0.024286078
test_343,0,0.02123284
test_344,0,0.01078813
test_345,0,0.25129396
test_346,0,0.20035674
test_347,0,0.02697981
test_348,0,0.03899357
test_349,0,0.370014
test_350,0,0.030429771
test_351,0,0.0152884545
test_352,0,0.0060801413
test_353,0,0.015017718
test_354,0,0.015076084
test_355,0,0.16954814
test_356,0,0.03663308
test_357,0,0.24090365
test_358,0,0.02045896
test_359,0,0.0814139
test_360,0,0.05121354
test_361,0,0.14344078
test_362,0,0.033408042
test_363,0,0.17042103
test_364,0,0.006366242
test_365,0,0.012366847
test_366,0,0.010635053
test_367,0,0.11668118
test_368,0,0.10510755
test_369,0,0.05141971
test_370,0,0.026817119
test_371,0,0.015683077
test_372,0,0.2198377
test_373,0,0.06670904
test_374,0,0.013388841
test_375,0,0.294664
test_376,0,0.07171028
test_377,0,0.08400341
test_378,0,0.018601047
test_379,0,0.06329055
test_380,0,0.01945063
test_381,0,0.027987387
test_382,0,0.10736816
test_383,0,0.5882321
test_384,0,0.08099665
test_385,0,0.03274741
test_386,0,0.06238727
test_387,0,0.07510147
test_388,0,0.082190745
test_389,0,0.012461853
test_390,0,0.084738255
test_391,0,0.017290248
test_392,0,0.024235256
test_393,0,0.01981541
test_394,0,0.018519398
test_395,0,0.118339166
test_396,0,0.10012228
test_397,0,0.07200627
test_398,0,0.04829681
test_399,0,0.011625694
test_400,0,0.29902408
test_401,0,0.030159226
test_402,0,0.05555568
test_403,0,0.039961845
test_404,0,0.3402054
test_405,0,0.057751592
test_406,0,0.010104653
test_407,0,0.022290753
test_408,0,0.029304853
test_409,0,0.036376923
test_410,0,0.014293969
test_411,0,0.030219575
test_412,0,0.14497922
test_413,0,0.4018469
test_414,0,0.040338486
test_415,0,0.26083502
test_416,0,0.667847
test_417,0,0.005532467
test_418,0,0.04956384
test_419,0,0.007685179
test_420,0,0.3306319
test_421,0,0.04781699
test_422,0,0.075237
test_423,0,0.051360104
test_424,0,0.18395223
test_425,0,0.013481763
test_426,0,0.17385076
test_427,0,0.029806007
test_428,0,0.0077892845
test_429,0,0.00853475
test_430,0,0.0036037948
test_431,0,0.6566198
test_432,0,0.10014364
test_433,0,0.056478266
test_434,0,0.30807346
test_435,0,0.0067787115
test_436,0,0.063007295
test_437,0,0.023368787
test_438,0,0.061408985
test_439,0,0.026337558
test_440,0,0.030854316
test_441,0,0.012812436
test_442,0,0.25066742
test_443,0,0.0055369735
test_444,0,0.42281365
test_445,0,0.019517714
test_446,0,0.0456502
test_447,0,0.029148566
test_448,0,0.03097971
test_449,0,0.14384654
test_450,0,0.010834167
test_451,0,0.011270819
test_452,0,0.39357033
test_453,0,0.07547537
test_454,0,0.11014057
test_455,0,0.018227817
test_456,0,0.0066627013
test_457,0,0.0373512
test_458,0,0.05739993
test_459,0,0.0642594
test_460,0,0.016974913
test_461,0,0.033060882
test_462,0,0.15750225
test_463,0,0.062513135
test_464,0,0.004328755
test_465,0,0.26317734
test_466,0,0.08516557
test_467,0,0.19779705
test_468,0,0.045061294
test_469,0,0.024439977
test_470,0,0.005405062
test_471,0,0.12882501
test_472,0,0.028727155
test_473,0,0.041992456
test_474,0,0.07947879
test_475,0,0.03404179
test_476,0,0.013380838
test_477,0,0.026205607
test_478,0,0.085047096
test_479,0,0.011354182
test_480,0,0.020862792
test_481,0,0.12803246
test_482,0,0.099293284
test_483,0,0.15980516
test_484,0,0.109337315
test_485,0,0.0067817816
test_486,0,0.04718912
test_487,0,0.0061937557
test_488,0,0.13924818
test_489,0,0.04620019
test_490,0,0.0017957147
test_491,0,0.31936142
test_492,0,0.031008787
test_493,0,0.14945294
test_494,0,0.015054694
test_495,0,0.015498235
test_496,0,0.016013497
test_497,0,0.16544358
test_498,0,0.031699218
test_499,0,0.024513038
test_500,0,0.0755764
test_501,0,0.018460285
test_502,0,0.014029768
test_503,0,0.1978152
test_504,0,0.007483266
test_505,0,0.1150841
test_506,0,0.029323027
test_507,0,0.023440748
test_508,0,0.32712695
test_509,0,0.030287348
test_510,0,0.022144755
test_511,0,0.03175835
test_512,0,0.023152187
test_513,0,0.0043836553
test_514,0,0.010646648
test_515,0,0.003977219
test_516,0,0.069086276
test_517,0,0.049075253
test_518,0,0.12973723
test_519,0,0.041901264
test_520,0,0.057065487
test_521,0,0.04428694
test_522,0,0.14299917
test_523,0,0.03300081
test_524,0,0.0079360865
test_525,0,0.029345013
test_526,0,0.020570863
test_527,0,0.034791436
test_528,0,0.02817067
test_529,0,0.36950746
test_530,0,0.004961207
test_531,0,0.07531631
test_532,0,0.023404699
test_533,0,0.1534325
test_534,0,0.3020007
test_535,0,0.003431286
test_536,0,0.016010528
test_537,0,0.061725475
test_538,0,0.003933755
test_539,0,0.024230482
test_540,0,0.5901073
test_541,0,0.06010309
test_542,0,0.013076124
test_543,0,0.0078479955
test_544,0,0.024431897
test_545,0,0.23092216
test_546,0,0.025997896
test_547,0,0.21551421
test_548,0,0.031266846
test_549,0,0.22115631
test_550,0,0.156827
test_551,0,0.03598623
test_552,0,0.19598182
test_553,0,0.19679165
test_554,0,0.011474789
test_555,0,0.039421797
test_556,0,0.10291741
test_557,0,0.033805765
test_558,0,0.044152267
test_559,0,0.044869073
test_560,0,0.023070445
test_561,0,0.014222318
test_562,0,0.016951155
test_563,0,0.007966953
test_564,0,0.63054967
test_565,0,0.074662745
test_566,0,0.06865292
test_567,0,0.06692409
test_568,0,0.23952313
test_569,0,0.0713276
test_570,0,0.13244925
test_571,0,0.031405248
test_572,0,0.039806727
test_573,0,0.09312016
test_574,0,0.22976592
test_575,0,0.012097832
test_576,0,0.058035392
test_577,0,0.190948
test_578,0,0.12923838
test_579,0,0.21338412
test_580,0,0.08474006
test_581,0,0.03708726
test_582,0,0.32283443
test_583,0,0.031981714
test_584,0,0.018835181
test_585,0,0.050166875
test_586,0,0.037246488
test_587,0,0.04513411
test_588,0,0.12503864
test_589,0,0.008169684
test_590,0,0.06220093
test_591,0,0.059733376
test_592,0,0.034501627
test_593,0,0.018064056
test_594,0,0.020631144
test_595,0,0.015634973
test_596,0,0.028961506
test_597,0,0.033783797
test_598,0,0.0067640874
test_599,0,0.039773148
test_600,0,0.07466665
test_601,0,0.7917616
test_602,0,0.29351074
test_603,0,0.013098585
test_604,0,0.048343487
test_605,0,0.054774452
test_606,0,0.032838453
test_607,0,0.036293723
test_608,0,0.061884314
test_609,0,0.05870363
test_610,0,0.22350758
test_611,0,0.14451298
test_612,0,0.013451469
test_613,0,0.049396697
test_614,0,0.023537511
test_615,0,0.038030088
test_616,0,0.07236305
test_617,0,0.22904962
test_618,0,0.057128813
test_619,0,0.083900966
test_620,0,0.16619825
test_621,0,0.03456315
test_622,0,0.021158641
test_623,0,0.008023192
test_624,0,0.047427252
test_625,0,0.07217051
test_626,0,0.31433305
test_627,0,0.1268902
test_628,0,0.0059676985
test_629,0,0.10733491
test_630,0,0.01823859
test_631,0,0.012344863
test_632,0,0.18156934
test_633,0,0.0073209517
test_634,0,0.0154218
test_635,0,0.04538202
test_636,0,0.3692299
test_637,0,0.053293828
test_638,0,0.017743608
test_639,0,0.12074947
test_640,0,0.018177992
test_641,0,0.036589514
test_642,0,0.021239163
test_643,0,0.009987865
test_644,0,0.009811786
test_645,0,0.0010920499
test_646,0,0.036087885
test_647,0,0.045156233
test_648,0,0.08141008
test_649,0,0.007788735
test_650,0,0.026644936
test_651,0,0.006456126
test_652,0,0.5942838
test_653,0,0.025557842
test_654,0,0.21646565
test_655,0,0.014705755
test_656,0,0.1812901
test_657,0,0.023372095
test_658,0,0.062032476
test_659,0,0.060332827
test_660,0,0.046848465
test_661,0,0.010253684
test_662,0,0.0634979
test_663,0,0.18060726
test_664,0,0.041663658
test_665,0,0.099070325
test_666,0,0.14808547
test_667,0,0.035991892
test_668,0,0.20994662
test_669,0,0.04564809
test_670,0,0.25034997
test_671,0,0.07562818
test_672,0,0.0337261
test_673,0,0.113704205
test_674,0,0.026483348
test_675,0,0.0036654964
test_676,0,0.021195019
test_677,0,0.027072271
test_678,0,0.16139224
test_679,0,0.05808581
test_680,0,0.02382244
test_681,0,0.006985655
test_682,0,0.004312253
test_683,0,0.116903126
test_684,0,0.092164375
test_685,0,0.008208229
test_686,0,0.057602987
test_687,0,0.0844378
test_688,0,0.3205823
test_689,0,0.016885385
test_690,0,0.025786486
test_691,0,0.07614966
test_692,0,0.040304754
test_693,0,0.65072423
test_694,0,0.04985932
test_695,0,0.02706318
test_696,0,0.21349834
test_697,0,0.0077910163
test_698,0,0.008191799
test_699,0,0.018140601
test_700,0,0.155973
test_701,0,0.0028393613
test_702,0,0.01607874
test_703,0,0.028619567
test_704,0,0.032007653
test_705,0,0.023818837
test_706,0,0.03293253
test_707,0,0.28349388
test_708,0,0.2856692
test_709,0,0.058492552
test_710,0,0.11818519
test_711,0,0.006859014
test_712,0,0.010590871
test_713,0,0.01990535
test_714,0,0.014050785
test_715,0,0.039337225
test_716,0,0.37069845
test_717,0,0.07057033
test_718,0,0.057858057
test_719,0,0.053805772
test_720,0,0.11672507
test_721,0,0.005561561
test_722,0,0.06238006
test_723,0,0.016034503
test_724,0,0.13401316
test_725,0,0.027083628
test_726,0,0.05637537
test_727,0,0.0797555
test_728,0,0.11006887
test_729,0,0.016771369
test_730,0,0.028297143
test_731,0,0.027094139
test_732,0,0.024909878
test_733,0,0.11592806
test_734,0,0.031659238
test_735,0,0.035075497
test_736,0,0.035935976
test_737,0,0.037658077
test_738,0,0.0937007
test_739,0,0.023573752
test_740,0,0.033259645
test_741,0,0.06048962
test_742,0,0.08630368
test_743,0,0.12165775
test_744,0,0.23106799
test_745,0,0.045308072
test_746,0,0.32926565
test_747,0,0.005491136
test_748,0,0.013039855
test_749,0,0.037396718
test_750,0,0.26028204
test_751,0,0.15850376
test_752,0,0.04902974
test_753,0,0.04264422
test_754,0,0.10280196
test_755,0,0.1787807
test_756,0,0.0918506
test_757,0,0.37324345
test_758,0,0.058863126
test_759,0,0.023473548
test_760,0,0.6425086
test_761,0,0.052918706
test_762,0,0.15189897
test_763,0,0.07051876
test_764,0,0.021025738
test_765,0,0.07689353
test_766,0,0.0054831784
test_767,0,0.04597962
test_768,0,0.012021953
test_769,0,0.009128159
test_770,0,0.011117981
test_771,0,0.09017754
test_772,0,0.07128828
test_773,0,0.22235207
test_774,0,0.30318344
test_775,0,0.013552367
test_776,0,0.019726183
test_777,0,0.014239584
test_778,0,0.025897954
test_779,0,0.14088555
test_780,0,0.053773105
test_781,0,0.038497325
test_782,0,0.092320286
test_783,0,0.09550301
test_784,0,0.046450235
test_785,0,0.037278835
test_786,0,0.40953097
test_787,0,0.13819148
test_788,0,0.10457277
test_789,0,0.007902509
test_790,0,0.015447894
test_791,0,0.007667119
test_792,0,0.0064964653
test_793,0,0.055350628
test_794,0,0.056149684
test_795,0,0.032102674
test_796,0,0.011605871
test_797,0,0.10308738
test_798,0,0.739933
test_799,0,0.05374128
test_800,0,0.009009914
test_801,0,0.110733025
test_802,0,0.053614836
test_803,0,0.030019367
test_804,0,0.064736925
test_805,0,0.15578905
test_806,0,0.0142865125
test_807,0,0.024880903
test_808,0,0.004389624
test_809,0,0.048460685
test_810,0,0.07783672
test_811,0,0.0750891
test_812,0,0.05164509
test_813,0,0.05538902
test_814,0,0.09167902
test_815,0,0.03436573
test_816,0,0.08327032
test_817,0,0.01054524
test_818,0,0.07744825
test_819,0,0.008898498
test_820,0,0.39669976
test_821,0,0.011061337
test_822,0,0.2908372
test_823,0,0.06470712
test_824,0,0.016137332
test_825,0,0.004181201
test_826,0,0.39795667
test_827,0,0.015233243
test_828,0,0.12826972
test_829,0,0.0046984768
test_830,0,0.020479452
test_831,0,0.84401864
test_832,0,0.31038266
test_833,0,0.078120805
test_834,0,0.06746915
test_835,0,0.16227889
test_836,0,0.638928
test_837,0,0.0025341809
test_838,0,0.0033325292
test_839,0,0.17922997
test_840,0,0.107129194
test_841,0,0.04448908
test_842,0,0.19587731
test_843,0,0.016979871
test_844,0,0.24389802
test_845,0,0.10754255
test_846,0,0.054069996
test_847,0,0.15325272
test_848,0,0.026398271
test_849,0,0.069503956
test_850,0,0.0882626
test_851,0,0.08412964
test_852,0,0.016670635
test_853,0,0.05153383
test_854,0,0.017508596
test_855,0,0.03259903
test_856,0,0.022509038
test_857,0,0.014931704
test_858,0,0.123810485
test_859,0,0.013858284
test_860,0,0.021191102
test_861,0,0.105276
test_862,0,0.010115939
test_863,0,0.06680835
test_864,0,0.27583915
test_865,0,0.021800853
test_866,0,0.15001625
test_867,0,0.077184424
test_868,0,0.038004406
test_869,0,0.020988572
test_870,0,0.10391579
test_871,0,0.10379
test_872,0,0.011879757
test_873,0,0.04359322
test_874,0,0.0279038
test_875,0,0.0037587637
test_876,0,0.02395671
test_877,0,0.06116199
test_878,0,0.21033573
test_879,0,0.0843014
test_880,0,0.20493191
test_881,0,0.139771
test_882,0,0.1289233
test_883,0,0.05881042
test_884,0,0.04733926
test_885,0,0.022439968
test_886,0,0.04067603
test_887,0,0.0016303043
test_888,0,0.012589299
test_889,0,0.02577343
test_890,0,0.008056281
test_891,0,0.55713195
test_892,0,0.18971755
test_893,0,0.026864117
test_894,0,0.037149563
test_895,0,0.15832637
test_896,0,0.29209775
test_897,0,0.08351683
test_898,0,0.013473882
test_899,0,0.0945428
test_900,0,0.020478368
test_901,0,0.1431104
test_902,0,0.008001726
test_903,0,0.11439479
test_904,0,0.47034648
test_905,0,0.031551573
test_906,0,0.08296242
test_907,0,0.0035518
test_908,0,0.15757802
test_909,0,0.021091167
test_910,0,0.011895922
test_911,0,0.051526416
test_912,0,0.08053465
test_913,0,0.018971428
test_914,0,0.072448656
test_915,0,0.008427317
test_916,0,0.060911346
test_917,0,0.016623784
test_918,0,0.07366811
test_919,0,0.22397558
test_920,0,0.124096885
test_921,0,0.030929156
test_922,0,0.021118658
test_923,0,0.04090624
test_924,0,0.09109197
test_925,0,0.13519214
test_926,0,0.011410521
test_927,0,0.009002428
test_928,0,0.031625256
test_929,0,0.77412784
test_930,0,0.15689604
test_931,0,0.3504078
test_932,0,0.03345836
test_933,0,0.016815923
test_934,0,0.005145801
test_935,0,0.5269083
test_936,0,0.08927353
test_937,0,0.47257286
test_938,0,0.11715335
test_939,0,0.12756252
test_940,0,0.0749851
test_941,0,0.17454113
test_942,0,0.12144296
test_943,0,0.010102941
test_944,0,0.11923985
test_945,0,0.008823177
test_946,0,0.2426649
test_947,0,0.0037240891
test_948,0,0.004006328
test_949,0,0.0857891
test_950,0,0.042155273
test_951,0,0.05664436
test_952,0,0.01846217
test_953,0,0.019308127
test_954,0,0.3214129
test_955,0,0.0023063647
test_956,0,0.018749636
test_957,0,0.014795707
test_958,0,0.02355277
test_959,0,0.5588064
test_960,0,0.13067786
test_961,0,0.30968308
test_962,0,0.044528034
test_963,0,0.023059012
test_964,0,0.020293174
test_965,0,0.06445491
test_966,0,0.012325328
test_967,0,0.05192479
test_968,0,0.005684358
test_969,0,0.13691114
test_970,0,0.02925534
test_971,0,0.063735805
test_972,0,0.022127667
test_973,0,0.03648251
test_974,0,0.048518393
test_975,0,0.06985806
test_976,0,0.042662285
test_977,0,0.5808685
test_978,0,0.0028267794
test_979,0,0.03898464
test_980,0,0.1544792
test_981,0,0.004521846
test_982,0,0.014388664
test_983,0,0.0096417805
test_984,0,0.018561698
test_985,0,0.07236065
test_986,0,0.21835446
test_987,0,0.12161621
test_988,0,0.024195656
test_989,0,0.25536427
test_990,0,0.0138481865
test_991,0,0.008469915
test_992,0,0.16639587
test_993,0,0.016113536
test_994,0,0.04636782
test_995,0,0.022289855
test_996,0,0.009433054
test_997,0,0.123719156
test_998,0,0.124832176
test_999,0,0.09876392
test_1000,0,0.025102846
test_1001,0,0.020170053
test_1002,0,0.038799457
test_1003,0,0.07043909
test_1004,0,0.037352975
test_1005,0,0.00360712
test_1006,0,0.003726167
test_1007,0,0.017452922
test_1008,0,0.0876844
test_1009,0,0.14572772
test_1010,0,0.017097278
test_1011,0,0.17159733
test_1012,0,0.0014473759
test_1013,0,0.41071516
test_1014,0,0.026867691
test_1015,0,0.00765047
test_1016,0,0.038806863
test_1017,0,0.14193659
test_1018,0,0.007184371
test_1019,0,0.007591702
test_1020,0,0.008582219
test_1021,0,0.46303323
test_1022,0,0.0012231149
test_1023,0,0.02309216
test_1024,0,0.028373044
test_1025,0,0.019993478
test_1026,0,0.01029899
test_1027,0,0.04016904
test_1028,0,0.038120776
test_1029,0,0.08394994
test_1030,0,0.39545202
test_1031,0,0.014938018
test_1032,0,0.0014089115
test_1033,0,0.025524708
test_1034,0,0.023406342
test_1035,0,0.05243109
test_1036,0,0.07907056
test_1037,0,0.018329795
test_1038,0,0.23334877
test_1039,0,0.023787264
test_1040,0,0.14570396
test_1041,0,0.005933021
test_1042,0,0.04995937
test_1043,0,0.07726777
test_1044,0,0.030443199
test_1045,0,0.18684375
test_1046,0,0.16449715
test_1047,0,0.06468231
test_1048,0,0.050324455
test_1049,0,0.2698448
test_1050,0,0.23188087
test_1051,0,0.025753552
test_1052,0,0.016652675
test_1053,0,0.03438677
test_1054,0,0.33669502
test_1055,0,0.20082833
test_1056,0,0.7154804
test_1057,0,0.014400835
test_1058,0,0.016308887
test_1059,0,0.02450389
test_1060,0,0.6240346
test_1061,0,0.015011722
test_1062,0,0.011976899
test_1063,0,0.17463976
test_1064,0,0.03653742
test_1065,0,0.103068106
test_1066,0,0.07072377
test_1067,0,0.0028955683
test_1068,0,0.019557303
test_1069,0,0.085840605
test_1070,0,0.17366461
test_1071,0,0.46868014
test_1072,0,0.0340314
test_1073,0,0.08603561
test_1074,0,0.0803105
test_1075,0,0.015246431
test_1076,0,0.040906742
test_1077,0,0.089041114
test_1078,0,0.04349267
test_1079,0,0.0054704994
test_1080,0,0.15680325
test_1081,0,0.021900548
test_1082,0,0.18413676
test_1083,0,0.023756584
test_1084,0,0.15101983
test_1085,0,0.02078904
test_1086,0,0.0046648053
test_1087,0,0.112341076
test_1088,0,0.027606977
test_1089,0,0.1958106
test_1090,0,0.19632116
test_1091,0,0.08741102
test_1092,0,0.13882826
test_1093,0,0.02641181
test_1094,0,0.05439602
test_1095,0,0.31060582
test_1096,0,0.03275341
test_1097,0,0.008942598
test_1098,0,0.06875514
test_1099,0,0.047098417
test_1100,0,0.05074535
test_1101,0,0.02479914
test_1102,0,0.0075410646
test_1103,0,0.059636313
test_1104,0,0.023952553
test_1105,0,0.05658914
test_1106,0,0.03710804
test_1107,0,0.101229094
test_1108,0,0.057820663
test_1109,0,0.095308065
test_1110,0,0.031125957
test_1111,0,0.5082314
test_1112,0,0.025413834
test_1113,0,0.023514649
test_1114,0,0.05110134
test_1115,0,0.08570199
test_1116,0,0.036638472
test_1117,0,0.019643072
test_1118,0,0.002358276
test_1119,0,0.18200633
test_1120,0,0.3749197
test_1121,0,0.04658011
test_1122,0,0.012122716
test_1123,0,0.009973998
test_1124,0,0.03052422
test_1125,0,0.026549438
test_1126,0,0.01025937
test_1127,0,0.016873159
test_1128,0,0.013610505
test_1129,0,0.09264806
test_1130,0,0.21090282
test_1131,0,0.06851667
test_1132,0,0.8294295
test_1133,0,0.008755493
test_1134,0,0.0155185675
test_1135,0,0.13671373
test_1136,0,0.025110977
test_1137,0,0.051960237
test_1138,0,0.05183665
test_1139,0,0.018062163
test_1140,0,0.018377509
test_1141,0,0.1060242
test_1142,0,0.0068435213
test_1143,0,0.012457711
test_1144,0,0.02934739
test_1145,0,0.09994776
test_1146,0,0.04154286
test_1147,0,0.021815334
