ID_code,target
test_337,0.025845949
test_338,0.38099095
test_339,0.3649178
test_340,0.17819467
test_341,0.12562144
test_342,0.019480556
test_343,0.01161745
test_344,0.018401263
test_345,0.14446196
test_346,0.29409617
test_347,0.052373987
test_348,0.06376133
test_349,0.28679985
test_350,0.019097226
test_351,0.017661098
test_352,0.005607335
test_353,0.011218523
test_354,0.00992103
test_355,0.25108445
test_356,0.0806562
test_357,0.42843184
test_358,0.022337466
test_359,0.05287542
test_360,0.07290602
test_361,0.05205115
test_362,0.035419296
test_363,0.08717736
test_364,0.0036412384
test_365,0.012056012
test_366,0.014205482
test_367,0.04255919
test_368,0.057947237
test_369,0.0386481
test_370,0.019562613
test_371,0.028462261
test_372,0.18339047
test_373,0.109099016
test_374,0.013492854
test_375,0.2621713
test_376,0.06195611
test_377,0.032908183
test_378,0.023896115
test_379,0.044830944
test_380,0.014806768
test_381,0.016286895
test_382,0.13897927
test_383,0.476403
test_384,0.053549398
test_385,0.027493985
test_386,0.03935324
test_387,0.03291051
test_388,0.057766993
test_389,0.010797486
test_390,0.07027992
test_391,0.01834861
test_392,0.034768693
test_393,0.021862114
test_394,0.020545702
test_395,0.13354518
test_396,0.10285498
test_397,0.039965723
test_398,0.021757748
test_399,0.015820049
test_400,0.124365725
test_401,0.029984297
test_402,0.046314716
test_403,0.015488292
test_404,0.26212373
test_405,0.099054106
test_406,0.00970267
test_407,0.031428326
test_408,0.037398648
test_409,0.014449136
test_410,0.010452774
test_411,0.026283689
test_412,0.060193248
test_413,0.33062127
test_414,0.018365681
test_415,0.3531428
test_416,0.69596314
test_417,0.0044507743
test_418,0.041209687
test_419,0.010392532
test_420,0.093160026
test_421,0.05002023
test_422,0.02777422
test_423,0.05314142
test_424,0.12735857
test_425,0.008629761
test_426,0.160499
test_427,0.028775455
test_428,0.029411945
test_429,0.005508537
test_430,0.0059054904
test_431,0.67038643
test_432,0.13532948
test_433,0.04639411
test_434,0.3560496
test_435,0.005700108
test_436,0.04775083
test_437,0.012233465
test_438,0.04930478
test_439,0.027348852
test_440,0.051910397
test_441,0.02653117
test_442,0.11231384
test_443,0.0053499816
test_444,0.43045932
test_445,0.014749934
test_446,0.023020308
test_447,0.031045023
test_448,0.02455934
test_449,0.13969465
test_450,0.01644317
test_451,0.008455816
test_452,0.20602614
test_453,0.08319145
test_454,0.078066826
test_455,0.010247511
test_456,0.017567761
test_457,0.026353663
test_458,0.077511646
test_459,0.07817028
test_460,0.027399706
test_461,0.036118966
test_462,0.10632652
test_463,0.058408536
test_464,0.003450449
test_465,0.16081247
test_466,0.08563505
test_467,0.16823336
test_468,0.022231877
test_469,0.02315615
test_470,0.0046446114
test_471,0.13652806
test_472,0.043073308
test_473,0.06812034
test_474,0.07936478
test_475,0.080512956
test_476,0.009927731
test_477,0.012765164
test_478,0.22437242
test_479,0.012773478
test_480,0.0097072255
test_481,0.15637025
test_482,0.06004445
test_483,0.10986387
test_484,0.092244096
test_485,0.008252121
test_486,0.090454414
test_487,0.011701964
test_488,0.13959855
test_489,0.024967274
test_490,0.001477319
test_491,0.35937464
test_492,0.04290274
test_493,0.044234756
test_494,0.013666737
test_495,0.0038210591
test_496,0.025004538
test_497,0.12753765
test_498,0.03225835
test_499,0.015891977
test_500,0.18917342
test_501,0.021516357
test_502,0.025580825
test_503,0.18013237
test_504,0.012087437
test_505,0.1426313
test_506,0.037800927
test_507,0.021296026
test_508,0.37958953
test_509,0.02434365
test_510,0.010826897
test_511,0.018839942
test_512,0.038436662
test_513,0.0053563463
test_514,0.00855697
test_515,0.011584651
test_516,0.03425817
test_517,0.038548607
test_518,0.095303774
test_519,0.051209524
test_520,0.032368153
test_521,0.027135203
test_522,0.11236005
test_523,0.04175597
test_524,0.019468164
test_525,0.013986933
test_526,0.014494564
test_527,0.07208755
test_528,0.021853516
test_529,0.20426129
test_530,0.005639649
test_531,0.07112599
test_532,0.029120104
test_533,0.13727812
test_534,0.16399811
test_535,0.005853273
test_536,0.027209723
test_537,0.06958032
test_538,0.016818684
test_539,0.03183632
test_540,0.3885311
test_541,0.058855806
test_542,0.014836541
test_543,0.005547086
test_544,0.024377521
test_545,0.15440544
test_546,0.07939444
test_547,0.07696157
test_548,0.029700248
test_549,0.22604524
test_550,0.08647535
test_551,0.05161416
test_552,0.21311332
test_553,0.05578765
test_554,0.012629948
test_555,0.06820207
test_556,0.08584137
test_557,0.062019918
test_558,0.025041133
test_559,0.06132369
test_560,0.023972275
test_561,0.045957934
test_562,0.0056331228
test_563,0.007479763
test_564,0.45086613
test_565,0.06874279
test_566,0.05502185
test_567,0.03875252
test_568,0.17742518
test_569,0.10594458
test_570,0.14857352
test_571,0.026503505
test_572,0.048432056
test_573,0.07682142
test_574,0.28468046
test_575,0.015896885
test_576,0.06374303
test_577,0.09984185
test_578,0.13199277
test_579,0.18419392
test_580,0.08359641
test_581,0.05203602
test_582,0.262695
test_583,0.036021624
test_584,0.019812461
test_585,0.024771055
test_586,0.050986238
test_587,0.0250765
test_588,0.16759345
test_589,0.008241557
test_590,0.039749734
test_591,0.09409275
test_592,0.05166775
test_593,0.011284813
test_594,0.014351417
test_595,0.023626536
test_596,0.021732923
test_597,0.024950998
test_598,0.00677009
test_599,0.06692318
test_600,0.11009267
test_601,0.31150383
test_602,0.15561524
test_603,0.008720204
test_604,0.048565898
test_605,0.037661206
test_606,0.03255152
test_607,0.018709458
test_608,0.08951261
test_609,0.10108335
test_610,0.27028605
test_611,0.20343252
test_612,0.014465
test_613,0.041458864
test_614,0.025556838
test_615,0.04384237
test_616,0.06732379
test_617,0.112073325
test_618,0.055041663
test_619,0.08897147
test_620,0.0560854
test_621,0.015982376
test_622,0.024205081
test_623,0.014306907
test_624,0.022902446
test_625,0.03503914
test_626,0.22950199
test_627,0.12380247
test_628,0.021275802
test_629,0.073907435
test_630,0.021471063
test_631,0.02358763
test_632,0.2113271
test_633,0.004315284
test_634,0.011355273
test_635,0.033376012
test_636,0.43277308
test_637,0.036687408
test_638,0.0050358484
test_639,0.09548779
test_640,0.010072218
test_641,0.039216053
test_642,0.05301404
test_643,0.004701265
test_644,0.0075819218
test_645,0.0011644667
test_646,0.069334075
test_647,0.07048331
test_648,0.07787238
test_649,0.013169686
test_650,0.016229184
test_651,0.004713307
test_652,0.58436096
test_653,0.008592822
test_654,0.21886533
test_655,0.01465594
test_656,0.09542058
test_657,0.022612376
test_658,0.10320095
test_659,0.046094302
test_660,0.037620664
test_661,0.011361864
test_662,0.07343984
test_663,0.11778532
test_664,0.02436463
test_665,0.0636884
test_666,0.102206476
test_667,0.031171978
test_668,0.06890825
test_669,0.04604038
test_670,0.29415786
test_671,0.059552226
test_672,0.027008079
test_673,0.13339734
test_674,0.026190212
test_675,0.006895601
test_676,0.02775631
test_677,0.025595175
test_678,0.113259226
test_679,0.038561296
test_680,0.026902158
test_681,0.006366511
test_682,0.0068952446
test_683,0.100600906
test_684,0.07163233
test_685,0.012346865
test_686,0.034950588
test_687,0.066296935
test_688,0.27612433
test_689,0.012021727
test_690,0.028022448
test_691,0.06974189
test_692,0.025135336
test_693,0.45509598
test_694,0.051918995
test_695,0.03140098
test_696,0.24233621
test_697,0.011796522
test_698,0.008055337
test_699,0.021357823
test_700,0.10909016
test_701,0.0035490738
test_702,0.010196694
test_703,0.022093436
test_704,0.022248657
test_705,0.023892866
test_706,0.022875503
test_707,0.18361577
test_708,0.26599267
test_709,0.11357376
test_710,0.08092343
test_711,0.021631824
test_712,0.0133344345
test_713,0.035419386
test_714,0.0046589356
test_715,0.043156765
test_716,0.25704408
test_717,0.010177106
test_718,0.047766995
test_719,0.032671276
test_720,0.098945215
test_721,0.006940343
test_722,0.05501913
test_723,0.010706438
test_724,0.16840284
test_725,0.024166526
test_726,0.019148251
test_727,0.052677624
test_728,0.12716448
test_729,0.018519985
test_730,0.022052776
test_731,0.014963263
test_732,0.014403453
test_733,0.074157536
test_734,0.045708533
test_735,0.037153214
test_736,0.020085482
test_737,0.043177586
test_738,0.0767408
test_739,0.025270844
test_740,0.03643222
test_741,0.023799468
test_742,0.07000595
test_743,0.09865164
test_744,0.08362764
test_745,0.05241575
test_746,0.25718048
test_747,0.0047297603
test_748,0.018722983
test_749,0.057623245
test_750,0.20538566
test_751,0.16778006
test_752,0.0642603
test_753,0.020706138
test_754,0.0743795
test_755,0.17413682
test_756,0.065576866
test_757,0.25667554
test_758,0.05931952
test_759,0.025501756
test_760,0.49169248
test_761,0.013275685
test_762,0.09544754
test_763,0.102874905
test_764,0.013750627
test_765,0.042852968
test_766,0.004723128
test_767,0.052260283
test_768,0.009907293
test_769,0.012003131
test_770,0.016154623
test_771,0.07744066
test_772,0.1295048
test_773,0.36021832
test_774,0.16666764
test_775,0.0135865975
test_776,0.022813229
test_777,0.02692558
test_778,0.042701077
test_779,0.13499019
test_780,0.04492239
test_781,0.056039844
test_782,0.08468279
test_783,0.06354788
test_784,0.036928806
test_785,0.024581887
test_786,0.42834
test_787,0.13019022
test_788,0.07159476
test_789,0.012909937
test_790,0.016792761
test_791,0.0033498532
test_792,0.0034370304
test_793,0.052605215
test_794,0.05157255
test_795,0.020634722
test_796,0.009499568
test_797,0.052907474
test_798,0.39211783
test_799,0.051378626
test_800,0.008132187
test_801,0.11071758
test_802,0.055101883
test_803,0.019733353
test_804,0.04816314
test_805,0.14460503
test_806,0.009917744
test_807,0.029872924
test_808,0.006945893
test_809,0.031558193
test_810,0.1692289
test_811,0.067354694
test_812,0.045488864
test_813,0.049976334
test_814,0.041128278
test_815,0.022435067
test_816,0.14849232
test_817,0.015175952
test_818,0.062279303
test_819,0.007763375
test_820,0.30855614
test_821,0.0104268035
test_822,0.13058813
test_823,0.05275568
test_824,0.008995739
test_825,0.007806174
test_826,0.18050067
test_827,0.021259246
test_828,0.16339007
test_829,0.0050207833
test_830,0.015970096
test_831,0.59922856
test_832,0.24409758
test_833,0.059235025
test_834,0.10561474
test_835,0.2515408
test_836,0.5104188
test_837,0.0021959997
test_838,0.0051936884
test_839,0.092407286
test_840,0.05629048
test_841,0.03904751
test_842,0.06983758
test_843,0.017726747
test_844,0.31119403
test_845,0.14302081
test_846,0.0559156
test_847,0.062764995
test_848,0.028819392
test_849,0.26426128
test_850,0.06573579
test_851,0.059991818
test_852,0.019036148
test_853,0.036861166
test_854,0.016119298
test_855,0.04246425
test_856,0.0152906
test_857,0.008361312
test_858,0.12902062
test_859,0.03317502
test_860,0.017520938
test_861,0.056359276
test_862,0.01909962
test_863,0.05970822
test_864,0.20493227
test_865,0.0141601935
test_866,0.09986251
test_867,0.10758158
test_868,0.040783938
test_869,0.02605182
test_870,0.292846
test_871,0.034127973
test_872,0.010004826
test_873,0.062529646
test_874,0.025541132
test_875,0.00564425
test_876,0.010082922
test_877,0.026402095
test_878,0.20249216
test_879,0.060091265
test_880,0.12940805
test_881,0.16191307
test_882,0.1180925
test_883,0.16053128
test_884,0.032469627
test_885,0.027437886
test_886,0.056258067
test_887,0.0015425973
test_888,0.014422209
test_889,0.046062987
test_890,0.01060968
test_891,0.24299002
test_892,0.11996351
test_893,0.023450708
test_894,0.045321833
test_895,0.036585975
test_896,0.16900223
test_897,0.087597124
test_898,0.033963468
test_899,0.08819252
test_900,0.03236853
test_901,0.13103063
test_902,0.019980587
test_903,0.122776225
test_904,0.47015354
test_905,0.058028065
test_906,0.06237706
test_907,0.0020333515
test_908,0.10754631
test_909,0.006664993
test_910,0.0118633965
test_911,0.036265556
test_912,0.046808563
test_913,0.02723477
test_914,0.06639604
test_915,0.005688483
test_916,0.07168286
test_917,0.011669377
test_918,0.073861286
test_919,0.20384279
test_920,0.17482229
test_921,0.022263259
test_922,0.020322567
test_923,0.029450655
test_924,0.060085952
test_925,0.22090016
test_926,0.025599655
test_927,0.0030613306
test_928,0.018360868
test_929,0.53759456
test_930,0.16702032
test_931,0.18549891
test_932,0.048718993
test_933,0.014351748
test_934,0.0040267897
test_935,0.60482156
test_936,0.02711216
test_937,0.3027491
test_938,0.046699703
test_939,0.1454139
test_940,0.042629477
test_941,0.22899081
test_942,0.05230001
test_943,0.008436328
test_944,0.07448471
test_945,0.020007733
test_946,0.27807543
test_947,0.004666232
test_948,0.006157154
test_949,0.07321036
test_950,0.037659556
test_951,0.038476687
test_952,0.012564941
test_953,0.01934566
test_954,0.23850514
test_955,0.0034940785
test_956,0.016779091
test_957,0.017470874
test_958,0.045003347
test_959,0.39017445
test_960,0.16154689
test_961,0.33836594
test_962,0.014951553
test_963,0.014303296
test_964,0.01303261
test_965,0.051281393
test_966,0.0075412323
test_967,0.031668145
test_968,0.006245715
test_969,0.045828845
test_970,0.043814093
test_971,0.045893673
test_972,0.02773382
test_973,0.036070187
test_974,0.037054483
test_975,0.122242875
test_976,0.045528907
test_977,0.7135675
test_978,0.0022053458
test_979,0.05278023
test_980,0.10958312
test_981,0.002577081
test_982,0.038692225
test_983,0.011280802
test_984,0.01681557
test_985,0.04878759
test_986,0.07458536
test_987,0.10958176
test_988,0.009543827
test_989,0.11362015
test_990,0.01008824
test_991,0.014992296
test_992,0.117716864
test_993,0.01253215
test_994,0.045016777
test_995,0.038656235
test_996,0.016061917
test_997,0.11111036
test_998,0.20062888
test_999,0.06477302
test_1000,0.06367637
test_1001,0.018805867
test_1002,0.009207042
test_1003,0.02907522
test_1004,0.027737124
test_1005,0.005623515
test_1006,0.007548967
test_1007,0.031503048
test_1008,0.06296486
test_1009,0.12000429
test_1010,0.013246504
test_1011,0.1442486
test_1012,0.002241175
test_1013,0.18323265
test_1014,0.025860053
test_1015,0.012587383
test_1016,0.049080923
test_1017,0.25540593
test_1018,0.0072234496
test_1019,0.009450768
test_1020,0.0077031488
test_1021,0.39938557
test_1022,0.004381215
test_1023,0.033289593
test_1024,0.020159971
test_1025,0.026454583
test_1026,0.016537309
test_1027,0.049185447
test_1028,0.027450264
test_1029,0.30420297
test_1030,0.3098268
test_1031,0.023806194
test_1032,0.0027368495
test_1033,0.023555007
test_1034,0.026331123
test_1035,0.039567042
test_1036,0.05975933
test_1037,0.0149756875
test_1038,0.12663388
test_1039,0.021475794
test_1040,0.09455717
test_1041,0.011011436
test_1042,0.045428917
test_1043,0.03431056
test_1044,0.036759913
test_1045,0.17028233
test_1046,0.0744888
test_1047,0.051517975
test_1048,0.074305594
test_1049,0.32762495
test_1050,0.2445119
test_1051,0.027967054
test_1052,0.022004442
test_1053,0.038313374
test_1054,0.22189625
test_1055,0.1676138
test_1056,0.5721397
test_1057,0.023368606
test_1058,0.0071483804
test_1059,0.033291943
test_1060,0.31212392
test_1061,0.02464547
test_1062,0.01177204
test_1063,0.1511136
test_1064,0.012390436
test_1065,0.14658295
test_1066,0.038016204
test_1067,0.003955214
test_1068,0.02260756
test_1069,0.04976719
test_1070,0.1656565
test_1071,0.38186288
test_1072,0.01562443
test_1073,0.045920957
test_1074,0.063105404
test_1075,0.014068143
test_1076,0.057368346
test_1077,0.09708982
test_1078,0.04030638
test_1079,0.006710823
test_1080,0.082373664
test_1081,0.009718628
test_1082,0.052099153
test_1083,0.02056553
test_1084,0.22075956
test_1085,0.012202855
test_1086,0.0033431717
test_1087,0.060649816
test_1088,0.035746686
test_1089,0.14240544
test_1090,0.09525909
test_1091,0.06842275
test_1092,0.0820244
test_1093,0.06441406
test_1094,0.062746674
test_1095,0.22589527
test_1096,0.024974113
test_1097,0.011962248
test_1098,0.055264376
test_1099,0.043325473
test_1100,0.072350785
test_1101,0.025506105
test_1102,0.010135769
test_1103,0.058942422
test_1104,0.030303217
test_1105,0.03687723
test_1106,0.031549584
test_1107,0.06557549
test_1108,0.025567964
test_1109,0.13626575
test_1110,0.08107421
test_1111,0.4328617
test_1112,0.037034683
test_1113,0.027598977
test_1114,0.030795585
test_1115,0.10639478
test_1116,0.020986628
test_1117,0.018646836
test_1118,0.005716105
test_1119,0.18501146
test_1120,0.096737154
test_1121,0.041093975
test_1122,0.0067167343
test_1123,0.008212322
test_1124,0.021060318
test_1125,0.021186162
test_1126,0.010819065
test_1127,0.0147088785
test_1128,0.0038329044
test_1129,0.08287346
test_1130,0.37909397
test_1131,0.07384026
test_1132,0.7550341
test_1133,0.009517782
test_1134,0.036183003
test_1135,0.13415717
test_1136,0.0150638465
test_1137,0.027891915
test_1138,0.043603275
test_1139,0.017552666
test_1140,0.012034562
test_1141,0.054059155
test_1142,0.006166791
test_1143,0.0057502436
test_1144,0.023588447
test_1145,0.09251755
test_1146,0.017372187
test_1147,0.022248566
test_1148,0.26575053
test_1149,0.018118508
test_1150,0.03548773
test_1151,0.24720699
test_1152,0.6529456
test_1153,0.09237374
test_1154,0.04034402
test_1155,0.076618604
test_1156,0.010649773
test_1157,0.041887444
test_1158,0.31135163
test_1159,0.090375565
test_1160,0.21781793
test_1161,0.04731251
test_1162,0.20937197
test_1163,0.047205728
test_1164,0.012977108
test_1165,0.22428744
test_1166,0.045143146
test_1167,0.026317826
test_1168,0.17956272
test_1169,0.0061676092
test_1170,0.02446787
test_1171,0.005278652
test_1172,0.023460817
test_1173,0.009927136
test_1174,0.082927816
test_1175,0.06095621
test_1176,0.0064792046
test_1177,0.025083391
test_1178,0.02588597
test_1179,0.006440695
test_1180,0.036167614
test_1181,0.07187008
test_1182,0.25855613
test_1183,0.019521616
test_1184,0.053484485
test_1185,0.24613714
test_1186,0.21238929
test_1187,0.17285363
test_1188,0.037778497
test_1189,0.009649356
test_1190,0.013713725
test_1191,0.05127977
test_1192,0.020547036
test_1193,0.016766014
test_1194,0.21814895
test_1195,0.15945831
test_1196,0.0037188334
test_1197,0.0065171
test_1198,0.0043912833
test_1199,0.025866475
test_1200,0.055638626
test_1201,0.037842594
test_1202,0.024800582
test_1203,0.030086247
test_1204,0.06756916
test_1205,0.017717823
test_1206,0.017707031
test_1207,0.019836616
test_1208,0.096016206
test_1209,0.15975355
test_1210,0.0806339
test_1211,0.061360817
test_1212,0.23612815
test_1213,0.17056851
test_1214,0.038560312
test_1215,0.035721738
test_1216,0.029967802
test_1217,0.049624808
test_1218,0.13713583
test_1219,0.14004172
test_1220,0.074940965
test_1221,0.074171476
test_1222,0.17316605
test_1223,0.17682096
test_1224,0.098426595
test_1225,0.25146636
test_1226,0.044850916
test_1227,0.0136057185
test_1228,0.19014268
test_1229,0.121177495
test_1230,0.02603568
test_1231,0.06709789
test_1232,0.0066988287
test_1233,0.0074266293
test_1234,0.029318202
test_1235,0.03312041
test_1236,0.011920222
test_1237,0.20051049
test_1238,0.051976886
test_1239,0.023470055
test_1240,0.02470542
test_1241,0.09510999
test_1242,0.022080217
test_1243,0.019737942
test_1244,0.015007493
test_1245,0.07606446
test_1246,0.120832406
test_1247,0.1339103
test_1248,0.013154792
test_1249,0.16634765
test_1250,0.08958795
test_1251,0.01007237
test_1252,0.024314262
test_1253,0.11425676
test_1254,0.0044158683
test_1255,0.0023983046
test_1256,0.22971582
test_1257,0.049176406
test_1258,0.033244036
test_1259,0.065623455
test_1260,0.039928533
test_1261,0.09300791
test_1262,0.16012558
test_1263,0.3734839
test_1264,0.019329524
test_1265,0.0042401934
test_1266,0.45027617
test_1267,0.025464933
test_1268,0.18634813
test_1269,0.02471164
test_1270,0.02700884
test_1271,0.0758259
test_1272,0.09519372
test_1273,0.144707
test_1274,0.023607137
test_1275,0.01104982
test_1276,0.0013277847
test_1277,0.2616359
test_1278,0.14415462
test_1279,0.025115523
test_1280,0.003124798
test_1281,0.0037857615
test_1282,0.019753844
test_1283,0.38798568
test_1284,0.021669969
test_1285,0.017368168
test_1286,0.2756902
test_1287,0.13113606
test_1288,0.017832628
test_1289,0.054670487
test_1290,0.03407472
test_1291,0.032769624
test_1292,0.031872556
test_1293,0.014656401
test_1294,0.27623728
test_1295,0.04593523
test_1296,0.060430847
test_1297,0.016567644
test_1298,0.01173606
test_1299,0.047228437
test_1300,0.07432026
test_1301,0.120610856
test_1302,0.010285322
test_1303,0.25424343
test_1304,0.062250257
test_1305,0.07198978
test_1306,0.21000755
test_1307,0.011098339
test_1308,0.04155274
test_1309,0.21665329
test_1310,0.006687679
test_1311,0.05298744
test_1312,0.1451394
test_1313,0.004622128
test_1314,0.012617539
test_1315,0.07868152
test_1316,0.29649794
test_1317,0.025352845
test_1318,0.030626422
test_1319,0.031656355
test_1320,0.115767285
test_1321,0.058704156
test_1322,0.017082352
test_1323,0.016236717
test_1324,0.02311902
test_1325,0.033680458
test_1326,0.121991575
test_1327,0.08340295
test_1328,0.36258408
test_1329,0.047496136
test_1330,0.035956696
test_1331,0.046952583
test_1332,0.042431764
test_1333,0.0047727274
test_1334,0.029472327
test_1335,0.04884698
test_1336,0.1384062
test_1337,0.0055960356
test_1338,0.048905153
test_1339,0.10910911
test_1340,0.11878081
test_1341,0.3159549
test_1342,0.01746908
test_1343,0.06254285
test_1344,0.8680279
test_1345,0.01595949
test_1346,0.012819048
test_1347,0.0069397027
test_1348,0.14160776
test_1349,0.009878938
test_1350,0.26403502
test_1351,0.15335032
test_1352,0.011627174
test_1353,0.3193019
test_1354,0.07557294
test_1355,0.0840577
